School ID,School Name,Building Code,Street Address,City,State,Zip Code
24Q293,Civic Leadership Academy,Q744,45-10 94th Street,Elmhurst,NY,11373
24Q585,Maspeth High School,Q585,54-40 74th Street,Elmhurst,NY,11373
24Q296,Pan American International High School,Q744,45-10 94th Street,Elmhurst,NY,11373
24Q236,International High School for Health Sciences,Q455,48-01 90th Street,Elmhurst,NY,11373
24Q455,Newtown High School,Q455,48-01 90th Street,Elmhurst,NY,11373
28Q440,Forest Hills High School,Q440,67-01 110th Street,Forest Hills,NY,11375
28Q167,Metropolitan Expeditionary Learning School,Q686,91-30 Metropolitan Avenue,Forest Hills,NY,11375
28Q686,Queens Metropolitan High School,Q686,91-30 Metropolitan Avenue,Forest Hills,NY,11375
24Q485,Grover Cleveland High School,Q485,21-27 Himrod Street,Ridgewood,NY,11385
29Q313,Benjamin Franklin High School for Finance and Information Technology,Q490,207-01 116th Avenue,Cambria Heights,NY,11411
29Q498,Humanities and Arts Magnet High School,Q490,207-01 116th Avenue,Cambria Heights,NY,11411
29Q243,Institute for Health Professions at Cambria Heights,Q490,207-01 116th Avenue,Cambria Heights,NY,11411
29Q492,"Mathematics, Science Research, and Technology Magnet High School",Q490,207-01 116th Avenue,Cambria Heights,NY,11411
29Q259,Pathways College Preparatory School (College Board),Q192,109-89 204th Street,Saint Albans,NY,11412
29Q265,Excelsior Preparatory High School,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413
29Q283,Preparatory Academy for Writers (College Board),Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413
29Q248,Queens Preparatory Academy,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413
29Q272,George Washington Carver High School for the Sciences,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413
27Q650,"High School for Construction Trades, Engineering, and Architecture",Q650,94-06 104th Street,Ozone Park,NY,11416
27Q480,John Adams High School,Q480,101-01 Rockaway Boulevard,Ozone Park,NY,11417
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Q202,138-30 Lafayette Street,Ozone Park,NY,11417
27Q475,Richmond Hill High School,Q475,89-30 114th Street,Richmond Hill,NY,11418
27Q334,Epic High School North,Q636,94-25 117th Street,South Richmond Hill,NY,11419
27Q314,Epic High School South,Q226,121-10 Rockaway Boulevard,Queens,NY,11420
29Q326,Cambria Heights Academy,Q799,188-04 91st Avenue,Hollis,NY,11423
26Q566,"Queens High School of Teaching, Liberal Arts, and the Sciences",Q566,74-20 Commonwealth Boulevard,Bellerose,NY,11426
26Q315,Business Technology Early College High School,Q435,230-17 Hillside Avenue,Queens Village,NY,11427
26Q435,Martin Van Buren High School,Q435,230-17 Hillside Avenue,Queens Village,NY,11427
28Q680,Queens Gateway to Health Sciences Secondary School,Q695,160-20 Goethals Avenue,Jamaica,NY,11432
28Q350,Jamaica Gateway to the Sciences,Q470,167-01 Gothic Drive,Jamaica,NY,11432
28Q328,High School for Community Leadership,Q470,167-01 Gothic Drive,Jamaica,NY,11432
28Q896,Young Women's Leadership School in Queens,Q680,150-91 87th Road,Jamaica,NY,11432
28Q310,Queens Collegiate (College Board),Q470,167-01 Gothic Drive,Jamaica,NY,11432
28Q505,Hillcrest High School,Q505,160-05 Highland Avenue,Jamaica,NY,11432
28Q620,Thomas A. Edison Career and Technical Education High School,Q620,165-65 84th Avenue,Jamaica,NY,11432
28Q325,Hillside Arts and Letters Academy,Q470,167-01 Gothic Drive,Jamaica,NY,11432
28Q284,York Early College Academy,Q008,108-35 167th Street,Jamaica,NY,11433
28Q687,Queens High School for the Sciences at York College,Q774,94-50 159th Street,Jamaica,NY,11433
28Q690,High School for Law Enforcement and Public Safety,Q690,116-25 Guy R Brewer Boulevard,Jamaica,NY,11434
29Q327,Eagle Academy for Young Men III,Q633,171-10 Linden Boulevard,Jamaica,NY,11434
27Q400,August Martin High School,Q400,156-10 Baisley Boulevard,Jamaica,NY,11434
27Q260,Frederick Douglass Academy VI High School,Q465,8-21 Bay 25th Street,Far Rockaway,NY,11691
27Q309,Academy of Medical Technology (College Board),Q465,8-21 Bay 25th Street,Far Rockaway,NY,11691
27Q302,"Queens High School for Information, Research, and Technology",Q465,8-21 Bay 25th Street,Far Rockaway,NY,11691
27Q324,Rockaway Park High School for Environmental Sustainability,Q410,100-00 Beach Channel Drive,Rockaway Park,NY,11694
27Q262,Channel View School for Research,Q410,100-00 Beach Channel Drive,Rockaway Park,NY,11694
27Q351,Rockaway Collegiate High School,Q410,100-00 Beach Channel Drive,Rockaway Park,NY,11694
27Q323,Scholars' Academy,Q180,320 Beach 104th Street,Rockaway Park,NY,11694
